Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	31	1.7184035476718404	7.651773377324724E-4	ADCY4, FGF5, FGF7, CSF1, LPAR4, FPR1, KITLG, FGF10, FGF13, ITGB3, LPAR1, ITGB1, PLCB4, RAPGEF6, PDGFC, ANGPT1, PLCB1, FGF1, THBS1, FGF2, PIK3R1, AKT3, PRKCA, MAGI3, IGF1, VEGFC, PLCE1, SIPA1L1, PDGFRA, PDGFRB, NGF	538	210	6910	1.8959992919100723	0.1829738212714298	0.014330902462254769	0.9979269800110324
KEGG_PATHWAY	hsa04611:Platelet activation	22	1.2195121951219512	9.698051588277673E-4	ADCY4, ROCK1, ROCK2, COL3A1, PTGS1, ITGB3, PRKG1, ITGB1, COL5A2, COL5A1, ITPR2, PTGIR, PLCB4, COL1A2, GUCY1A2, GUCY1B3, COL1A1, PRKACB, PLCB1, MYLK, AKT3, PIK3R1	538	130	6910	2.1735773520160135	0.22597630422594206	0.016931869752067064	1.263234650028744
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	17	0.9423503325942351	0.0010647995379486816	COL21A1, COL13A1, COL3A1, COL15A1, MME, COL5A2, COL5A1, SLC7A7, XPNPEP2, COL6A3, COL1A2, COL6A2, COL12A1, COL6A1, COL1A1, SLC1A1, DPP4	538	88	6910	2.4812014193984453	0.24516556538844003	0.01742495144222489	1.3861751039053183
KEGG_PATHWAY	hsa04924:Renin secretion	14	0.7760532150776054	0.0010701492395774354	AGTR1, PLCB4, PDE1C, AGT, PDE1A, GUCY1A2, GUCY1B3, PRKACB, PPP3CA, PLCB1, AQP1, CACNA1C, ADORA1, ITPR2	538	64	6910	2.8095957249070636	0.2462320192325882	0.01649020987655392	1.3930944087603092
KEGG_PATHWAY	hsa04724:Glutamatergic synapse	20	1.1086474501108647	0.001137942784865779	PRKCA, ADCY4, TRPC1, GRIK2, GNG11, GRIA3, GRIN3A, ITPR2, SLC1A2, PLCB4, GRIA1, GLS, SLC1A7, DLG4, GNB3, PPP3CA, PRKACB, PLCB1, CACNA1C, SLC1A1	538	114	6910	2.2533098545620556	0.25961721804097515	0.01656066985304061	1.4807397496575336
KEGG_PATHWAY	hsa04014:Ras signaling pathway	32	1.7738359201773837	0.0012488714378735073	FGF5, FGF7, TBK1, CSF1, KITLG, FGF10, FGF13, GNG11, SOS1, SOS2, PDGFC, ANGPT1, PRKACB, SHC3, FGF1, FGF2, RASA1, AKT3, PIK3R1, RASA2, PRKCA, IGF1, PTPN11, VEGFC, PLCE1, KSR2, PDGFRA, PDGFRB, MAPK9, GNB3, SYNGAP1, NGF	538	226	6910	1.818600519788137	0.28101020084852546	0.017213706371755677	1.6239961483321075
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	26	1.441241685144124	0.0012494970639199835	SEC23A, SEC31B, MBTPS2, MAN1A2, RRBP1, CKAP4, DNAJC10, MAN1A1, EDEM3, SEC62, CANX, SEC63, ERLEC1, SSR1, ERO1B, CASP12, BAG2, MAPK9, UGGT2, DNAJC3, SEC24D, UGGT1, TRAM1, EIF2AK4, DNAJC1, SEL1L	538	169	6910	1.975979410923649	0.28112909169530853	0.01636823451684477	1.6248035535668115
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	20	1.1086474501108647	0.001916509408622155	KCNMB3, PRKCA, ADCY4, ROCK1, ROCK2, CALD1, PRKG1, ITPR2, AGTR1, PTGIR, PLCB4, ADRA1B, GUCY1A2, GUCY1B3, CALCRL, PRKACB, PLCB1, CACNA1C, MYLK, ADRA1D	538	119	6910	2.1586329699165914	0.39736522237361416	0.02382790196407869	2.482146685071873
KEGG_PATHWAY	hsa05222:Small cell lung cancer	16	0.8869179600886918	0.002060311856820117	XIAP, BIRC2, PTEN, ITGB1, LAMA2, LAMA4, CCND1, ITGAV, PIAS2, LAMC1, APAF1, LAMB1, TRAF5, AKT3, PIK3R1, FN1	538	85	6910	2.417668926306582	0.4198586079961357	0.024445495058312616	2.666076203699419
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	34	1.8847006651884701	0.0023617338388373264	FGF5, IL1R1, FGF7, ZAK, TGFB3, CACNB2, FGF10, FGF13, TGFB1, BDNF, SOS1, SOS2, FAS, PRKACB, PPP3CA, FGF1, FGF2, RASA1, AKT3, RASA2, PRKCA, TAOK1, TAOK3, CACNA2D3, TAB2, MAP4K3, MAP4K4, RPS6KA3, CACNA1G, PDGFRA, PDGFRB, MAPK9, CACNA1C, NGF	538	255	6910	1.7125154894671621	0.4643290269262418	0.0267756611031551	3.050568592158076
KEGG_PATHWAY	hsa05218:Melanoma	14	0.7760532150776054	0.002866941320104714	FGF5, FGF7, FGF10, IGF1, FGF13, PTEN, CCND1, PDGFRA, PDGFRB, PDGFC, FGF1, FGF2, AKT3, PIK3R1	538	71	6910	2.532593329493691	0.5313783446829259	0.031088156053238336	3.691863914825033
KEGG_PATHWAY	hsa05144:Malaria	11	0.6097560975609756	0.0038116345000502117	VCAM1, IL6, LRP1, COMP, TGFB3, TLR4, THBS1, THBS2, TGFB1, THBS3, SDC2	538	49	6910	2.883316895531447	0.6351227067541142	0.03952542392453495	4.880527509750177
BBID	12.IL-6_type_cytok-signal-transduct	7	0.3880266075388027	0.007763074091630986	APP, IL6, IL6ST, JAK1, JAK2, STAT1, PTPN11	43	18	388	3.509043927648579	0.3974403623385403	0.3974403623385403	7.635711166380776
KEGG_PATHWAY	hsa05161:Hepatitis B	21	1.164079822616408	0.008190690496061356	PRKCA, IFIH1, IL6, TBK1, TGFB3, TLR4, STAT1, PTEN, TGFB1, IFNAR1, DDX58, STAT4, CCND1, CASP12, CREB3L1, MAPK9, JAK1, FAS, APAF1, AKT3, PIK3R1	538	145	6910	1.8601461351108832	0.8859646149424546	0.08011763397906624	10.21556349936288
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	25	1.385809312638581	0.009173983422698585	ADCY4, CXCL5, CXCL3, CCL8, GNG11, CXCL6, CXCL12, CCL7, DOCK2, PLCB4, SOS1, SOS2, PRKACB, PLCB1, SHC3, PIK3R1, AKT3, ROCK1, ROCK2, STAT1, CCL11, CCR7, JAK2, GRK5, GNB3	538	186	6910	1.7263260982531876	0.9122364857259722	0.08617406035759134	11.374870945629233
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	19	1.0532150776053215	0.009710705953266173	PRKCA, SCN1A, PPP2R3A, KIF5B, GNG11, GRIA3, ITPR2, KCNJ6, PLCB4, GRIA1, CREB3L1, MAPK9, GNB3, PPP3CA, PRKACB, PLCB1, CACNA1C, CLOCK, AKT3	538	128	6910	1.9065113847583646	0.9239340731008158	0.08789989488804661	12.001820742123181
BIOCARTA	h_reckPathway:Inhibition of Matrix Metalloproteinases	5	0.2771618625277162	0.011271073679532461	RECK, MMP14, TIMP3, MMP2, TIMP1	179	9	1625	5.043451272501552	0.9341527530785257	0.9341527530785257	13.610791868072003
KEGG_PATHWAY	hsa04725:Cholinergic synapse	17	0.9423503325942351	0.011405634263460727	PRKCA, ADCY4, GNG11, ITPR2, KCNQ5, KCNJ6, PLCB4, CAMK4, CHRM2, CREB3L1, JAK2, GNB3, PRKACB, PLCB1, CACNA1C, AKT3, PIK3R1	538	111	6910	1.967078602766335	0.9516065508764732	0.09915968664554498	13.9548858945159
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	14	0.7760532150776054	0.012236917465428744	NOG, SMAD9, LTBP1, ROCK1, INHBE, GDF6, ZFYVE16, FST, TGFB3, DCN, THBS1, CHRD, TGFB1, BMPR1A	538	84	6910	2.140644361833953	0.9612442023937293	0.10268576806262053	14.898066889765326
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	20	1.1086474501108647	0.013391717215378525	GLG1, PTPRC, CLDN18, NFASC, NTNG1, HLA-B, CLDN20, ITGA4, CLDN11, CDH2, ITGB1, SDC2, NRCAM, VCAM1, CD34, ITGAV, ITGA8, VCAN, JAM2, NEGR1	538	142	6910	1.8089952353526362	0.9715412458625994	0.10846992923088794	16.19247091899855
KEGG_PATHWAY	hsa04713:Circadian entrainment	15	0.8314855875831485	0.014426761157338937	PRKCA, ADCY4, GNG11, GRIA3, PRKG1, KCNJ6, PLCB4, GRIA1, GUCY1A2, CACNA1G, GUCY1B3, GNB3, PRKACB, CACNA1C, PLCB1	538	95	6910	2.02797886910585	0.9784289992030145	0.11297992941605695	17.337162594965207
KEGG_PATHWAY	hsa04145:Phagosome	21	1.164079822616408	0.014463235274589478	MRC2, TLR4, EEA1, C1R, COLEC12, HLA-B, CTSS, ITGB3, CANX, ITGB1, CTSL, ITGA5, ITGAV, COMP, PIKFYVE, DYNC2H1, SFTPD, THBS1, PLA2R1, THBS2, THBS3	538	153	6910	1.7628835920985495	0.9786387281031014	0.11001509708978852	17.377235925047117
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	17	0.9423503325942351	0.01454066783114773	PRKCA, THRB, ITGB3, STAT1, RCAN2, NCOA1, PLCE1, CCND1, HIF1A, PLCB4, ITGAV, PLN, DIO1, PRKACB, PLCB1, AKT3, PIK3R1	538	114	6910	1.915313376377747	0.9790772611876524	0.10750369359884426	17.46224993743034
KEGG_PATHWAY	hsa04970:Salivary secretion	14	0.7760532150776054	0.014770540705654648	PRKCA, ADCY4, PRB1, PRKG1, ITPR2, ATP2B1, ATP2B4, PLCB4, ADRA1B, GUCY1A2, GUCY1B3, PRKACB, PLCB1, ADRA1D	538	86	6910	2.090861934814559	0.9803269931614659	0.10617304021506613	17.714154028547746
KEGG_PATHWAY	hsa04630:Jak-STAT signaling pathway	20	1.1086474501108647	0.016482140483501075	IL6, IL6ST, STAM2, LEPR, SOCS5, IL15, STAT1, IFNAR1, PTPN11, CCND1, STAT4, SOS1, SOS2, JAK1, PIAS2, JAK2, IL13RA1, AKT3, PIK3R1, IL13RA2	538	145	6910	1.7715677477246508	0.9875687683855991	0.11474204566598656	19.567584738496745
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	20	1.1086474501108647	0.017627611409455637	PRKCA, ADCY4, PPP2R3A, CACNB2, TPM2, CACNA2D3, TPM4, ATP2B1, AGTR1, ATP2B4, PLCB4, PLN, ADRA1B, CREB3L1, PRKACB, PLCB1, CACNA1C, ADRA1D, PIK3R1, AKT3	538	146	6910	1.7594337220553038	0.9908609113450331	0.11917574066718317	20.786352946445863
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	14	0.7760532150776054	0.017687026371539155	IL6, CXCL5, CSF1, TGFB3, TLR4, IL15, CXCL6, MMP3, CXCL12, TGFB1, MMP1, CTSL, TNFSF13B, ANGPT1	538	88	6910	2.043342345386955	0.9910056808016704	0.11660068040309413	20.84910200892115
KEGG_PATHWAY	hsa05215:Prostate cancer	14	0.7760532150776054	0.017687026371539155	AR, IGF1, TCF7L2, PTEN, CCND1, SOS1, SOS2, PDGFRA, CREB3L1, PDGFRB, PDGFC, SRD5A2, AKT3, PIK3R1	538	88	6910	2.043342345386955	0.9910056808016704	0.11660068040309413	20.84910200892115
KEGG_PATHWAY	hsa05145:Toxoplasmosis	17	0.9423503325942351	0.019717896934028388	XIAP, TGFB3, TLR4, STAT1, BIRC2, TAB2, ITGB1, TGFB1, LAMA2, LAMA4, MAPK9, JAK1, JAK2, LAMC1, LAMB1, AKT3, PIK3R1	538	118	6910	1.8503874992123999	0.9947918499136302	0.12611673454226258	22.966532362630222
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	21	1.164079822616408	0.019998977279587236	PRKCA, ADCY4, ROCK1, ROCK2, CACNB2, OXTR, CACNA2D3, ITPR2, CCND1, KCNJ6, PLCB4, CAMK4, GUCY1A2, GUCY1B3, PPP3CA, PRKAA2, PRKACB, PLCB1, CACNA1C, MYLK, PIK3R1	538	158	6910	1.707096136652393	0.9951715956277635	0.12482462189671839	23.255435302122773
KEGG_PATHWAY	hsa04310:Wnt signaling pathway	19	1.0532150776053215	0.020106773226899206	PRKCA, WNT5A, WNT16, WNT5B, ROCK2, FZD2, TCF7L2, FZD7, DKK2, CCND1, PLCB4, SFRP2, SFRP4, LRP6, MAPK9, PPP3CA, PRKACB, PLCB1, APC	538	138	6910	1.768358385862831	0.9953097983361386	0.12259563007715202	23.365965507976515
KEGG_PATHWAY	hsa04742:Taste transduction	9	0.4988913525498891	0.021006932941807832	ADCY4, TAS2R14, TAS2R19, PDE1A, TAS2R31, PRKACB, GNB3, TAS2R20, TAS2R30	538	45	6910	2.5687732342007434	0.9963202467739586	0.12492897830450622	24.28323375777859
BIOCARTA	h_edg1Pathway:Phospholipids as signalling intermediaries	8	0.4434589800443459	0.022239096224902163	SPHKAP, PRKCA, S1PR1, ITGAV, PDGFRA, ITGB3, PLCB1, PIK3R1	179	27	1625	2.6898406786674944	0.9954726895746084	0.9327147086995116	25.19541931854391
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	19	1.0532150776053215	0.022954341838231918	WNT5A, WNT16, SMAD9, WNT5B, TBX3, IL6ST, IGF1, FZD2, MEIS1, FZD7, PCGF5, INHBE, JAK1, JAK2, FGF2, AKT3, PIK3R1, BMPR1A, APC	538	140	6910	1.7430961232076476	0.9978246817050732	0.13287456401259734	26.233058450155156
KEGG_PATHWAY	hsa05214:Glioma	11	0.6097560975609756	0.027263954998404415	PRKCA, CCND1, SOS1, SOS2, PDGFRA, PDGFRB, IGF1, SHC3, PTEN, AKT3, PIK3R1	538	65	6910	2.1735773520160135	0.9993228538776742	0.15283100201905297	30.38426917097854
KEGG_PATHWAY	hsa05133:Pertussis	12	0.6651884700665188	0.029189935802937526	IL6, CXCL5, ITGA5, CFL2, C5, MAPK9, SERPING1, TLR4, C1R, CXCL6, C1S, ITGB1	538	75	6910	2.055018587360595	0.9995987202343466	0.15953225642531954	32.168760766315415
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	27	1.4966740576496673	0.032982030820094405	IL6, IL1R1, TNFSF4, IL6ST, CSF1, LEPR, TGFB3, KITLG, CCL8, IL15, CXCL12, TNFSF18, CCL7, TGFB1, IFNAR1, FLT3LG, CCL11, VEGFC, CCR7, TNFRSF11B, TNFSF13B, PDGFRA, PDGFRB, PDGFC, FAS, IL13RA1, BMPR1A	538	230	6910	1.5077582026830452	0.9998572028039618	0.17508927598869883	35.55941278760366
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	24	1.3303769401330376	0.03299579001642501	ADCY4, ROCK1, ROCK2, OXTR, GRIA3, GRIN3A, CNGA3, ADORA1, ATP2B1, BDNF, PLCE1, ATP2B4, CAMK4, SSTR1, CHRM2, GRIA1, PLN, CREB3L1, MAPK9, ABCC4, PRKACB, CACNA1C, PIK3R1, AKT3	538	198	6910	1.5568322631519655	0.9998577381933944	0.1717702709542377	35.57142511368154
KEGG_PATHWAY	hsa04668:TNF signaling pathway	15	0.8314855875831485	0.03421390930457423	IL6, CSF1, CXCL3, IL15, MMP14, MMP3, BIRC2, TAB2, VCAM1, CREB3L1, MAPK9, FAS, TRAF5, AKT3, PIK3R1	538	106	6910	1.817528231745809	0.999898007122797	0.17425642142544162	36.62673225316583
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	12	0.6651884700665188	0.03764042344050095	DNM3, CBLB, SEPT2, ITGA5, HCLS1, SHC3, ITGB1, DNM1, PIK3R1, SEPT11, FN1, VCL	538	78	6910	1.9759794109236488	0.999960091416749	0.18674668343239065	39.51025123136912
KEGG_PATHWAY	hsa04670:Leukocyte transendothelial migration	16	0.8869179600886918	0.039116404003312163	PRKCA, CLDN18, ROCK1, ROCK2, CLDN20, ITGA4, CLDN11, CXCL12, ITGB1, MMP2, VCL, PTPN11, THY1, VCAM1, JAM2, PIK3R1	538	118	6910	1.7415411757293175	0.9999733874968851	0.18996886048908956	40.71458030226616
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	14	0.7760532150776054	0.039143654313605725	PRKCA, ADCY4, IL1R1, IGF1, BDKRB2, ITPR2, PLCB4, MAPK9, PRKACB, PLCB1, HTR2B, PIK3R1, NGF, HTR2A	538	98	6910	1.8348380244291025	0.9999735860020015	0.18673507538696266	40.73660553651823
KEGG_PATHWAY	hsa05143:African trypanosomiasis	7	0.3880266075388027	0.03915689255091253	PRKCA, VCAM1, LAMA4, IL6, PLCB4, FAS, PLCB1	538	33	6910	2.7244564605159405	0.999973681903009	0.18355305028811897	40.74730269690854
KEGG_PATHWAY	hsa04730:Long-term depression	10	0.5543237250554324	0.04064183448280999	PRKCA, PLCB4, GRIA1, GUCY1A2, IGF1, GRIA3, GUCY1B3, PRKG1, PLCB1, ITPR2	538	60	6910	2.140644361833953	0.999982504556212	0.18671293096828823	41.935953897196875
KEGG_PATHWAY	hsa04912:GnRH signaling pathway	13	0.720620842572062	0.04816096184948044	PRKCA, ADCY4, PLCB4, GNRH1, SOS1, SOS2, MAPK9, PRKACB, MMP14, PLCB1, CACNA1C, MMP2, ITPR2	538	91	6910	1.8348380244291025	0.9999978083693881	0.21440376119224513	47.62387190528282
KEGG_PATHWAY	hsa04723:Retrograde endocannabinoid signaling	14	0.7760532150776054	0.04817656022545725	PRKCA, ADCY4, GNG11, GRIA3, RIMS1, ITPR2, KCNJ6, PLCB4, GRIA1, MAPK9, PRKACB, GNB3, CACNA1C, PLCB1	538	101	6910	1.7803378850896243	0.9999978178307052	0.21101145317101533	47.63511672993332
KEGG_PATHWAY	hsa05210:Colorectal cancer	10	0.5543237250554324	0.04868281042462393	CCND1, MSH3, TGFB3, MAPK9, APPL1, TCF7L2, TGFB1, AKT3, PIK3R1, APC	538	62	6910	2.0715913179038257	0.999998103770645	0.20964995975931644	47.99886270292697
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	11	0.6097560975609756	0.05046213886450596	CBLB, CCND1, SOS1, SOS2, TGFB3, RUNX1, SHC3, TGFB1, AKT3, PIK3R1, PTPN11	538	72	6910	1.9622573316811236	0.999998843239259	0.21323256115635303	49.25889306730613
BBID	75.Stats_activators_of_Apoptosis	3	0.1662971175166297	0.05966237882268798	JAK1, JAK2, STAT1	43	4	388	6.767441860465117	0.98165795453419	0.8645671920625954	46.57933628311698
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	12	0.6651884700665188	0.06366354255701372	IL1R1, IL6, CD34, ITGA5, CSF1, ITGA1, MME, KITLG, ANPEP, ITGA4, ITGB3, FLT3LG	538	85	6910	1.8132516947299364	0.9999999712901814	0.2587477199792423	57.762955108399005
KEGG_PATHWAY	hsa04360:Axon guidance	16	0.8869179600886918	0.06684082861092144	PLXNA3, NRP1, ROCK1, ROCK2, NTNG1, CXCL12, ITGB1, SLIT2, SLIT3, SEMA5A, ROBO1, CFL2, SEMA3B, PPP3CA, RASA1, SRGAP1	538	127	6910	1.6181248719374761	0.9999999882965904	0.266222117676741	59.60274135913534
KEGG_PATHWAY	hsa04720:Long-term potentiation	10	0.5543237250554324	0.06775385426294656	PRKCA, RPS6KA3, PLCB4, CAMK4, GRIA1, PRKACB, PPP3CA, PLCB1, CACNA1C, ITPR2	538	66	6910	1.9460403289399575	0.9999999909618931	0.26559669169343036	60.117562134200554
BIOCARTA	h_il6Pathway:IL 6 signaling pathway	6	0.3325942350332594	0.0707733298961602	IL6, IL6ST, SOS1, JAK1, JAK2, PTPN11	179	21	1625	2.593774940143655	0.9999999776539956	0.9971833473486208	61.226900998212685
BIOCARTA	h_erythPathway:Erythrocyte Differentiation Pathway	5	0.2771618625277162	0.07237356673551953	IL6, TGFB3, KITLG, IGF1, TGFB1	179	15	1625	3.0260707635009307	0.9999999852243108	0.9889747883015279	62.079976269183454
