Gene	90d	120d	epider
ACHE	1.03234454752048	2.29067801867707	1.19737479056592
ACIN1	0.00520409890339944	-0.198925507918006	-0.211141728446726
ACKR1	0	0	0.89393406086666
ACKR2	-0.678152450640855	-0.23080778688794	1.94439630682355
ACKR3	-0.874271318626123	-0.502260572155062	-1.25057532956992
ACKR4	-1.59748278026185	-5.31832721987834	-8.5657492523951
ACLY	0.188589471210339	1.05011773127744	0.807281560495514
ACMSD	2.57505271873495	1.60911438543449	0.77592036328622
ACO1	-0.828483248964893	-1.73862995102761	-1.37836021089202
ACO2	-0.0808045192290771	0.831260313844359	1.3124967741951
ACOT1	-1.23565068791345	-0.96336113269554	-0.116078451178633
ACOT11	1.74372777204769	2.91323371512751	1.26961532391012
ACOT12	-1.33866523034398	-3.62528414926629	-3.73664974815617
ACOT13	-0.0451245815167263	0.0100258135242072	-0.386854213252465
ACOT2	0.0132127433821652	-0.355960439247233	1.2370116239896
ACOT4	-0.26932563711416	-2.17874187955003	3.93425747938899
ACOT6	1.0118930137034	0	0
ACOT7	0.781368474273303	1.83059002587611	2.84184300730011
ACOT8	-0.0366170378839	0.434015114604109	0.815053107208152
ACOT9	-0.0756315439778783	0.18011315372491	0.463567222258053
ACOX1	-0.413703482435463	-0.441426388045228	0.422478102865315
ACOX2	-1.22608012685342	-4.36968249254724	-4.26646443336159
ACOX3	-0.556300324143406	-1.02158166167289	0.638779061173551
ACOXL	3.33639724017746	3.72831467781983	-0.543975198726243
ACP1	0.145476507310399	0.513970468064631	0.215663734479028
ACP2	-0.774265708311487	-1.18462618561729	-0.234537040588044
ACP5	0.0395645005613393	-1.75505841840056	3.23021281581406
ACP6	0.76894070267559	1.87826567688447	0.328588385306169
ACPP	-1.49992523672799	-1.11203425716183	-4.37637670228192
ACPT	0.895581762383987	-0.362920669371682	0.223945048259841
ACR	-1.07232234464643	-1.8815718636168	-1.44000375825329
ACRBP	0.251158315603667	-1.11312201748004	1.65893846493096
ACRC	-0.61369042014514	-2.29576947657518	-1.33047657374618
ACRV1	-0.797772019708488	-2.1095441915506	-1.74087658150018
ACSBG1	0.0274539154898927	-1.34755498656837	-0.789907253780433
ACSBG2	-0.291445255738177	0.351418088046037	-1.93167868929725
ACSF2	-0.127490394406055	0.840000439933924	1.47058807922202
ACSF3	-0.220147744470499	-0.306815486078054	1.50297189851072
ACSL1	-0.178452223909274	0.354818457242445	0.953214665243403
ACSL3	0.206559571785717	1.31617610412153	-0.950289991553498
ACSL4	-0.281737949001148	-0.0744844090295852	-2.41253432215958
ACSL5	-1.08476774486986	-1.13792318372184	-3.08796764157869
ACSL6	1.2101120923391	-1.18548731970422	1.58016586870499
ACSM1	0.807118008363529	1.14746935443264	0.0417799689884437
ACSM2A	0	0	0
ACSM2B	0	0	0
ACSM3	1.49091782248749	2.58188327217533	0.0135858347657262
ACSM4	0.754052305339683	0	-0.0790207353638557
ACSM5	-1.30602126480871	-1.29146756104853	1.34254079943666
ACSM6	-0.0727402169965786	-1.35722224367062	-1.92454093877952
ACSS1	-0.457514065103564	-1.7300757158636	2.34212933206855
ACSS2	0.734048528077209	3.00300570535502	1.71292922351974
ACSS3	-1.30515971678775	-2.89184213534229	-5.98527402908903
ACTA1	0	0	2.10363405524997
ACTA2	-0.974797865125491	-3.67687825704279	-1.31730707423923
ACTA2-AS1	-0.706649297866171	-4.5330940942428	-2.39603161267493
ACTB	-0.446023784869872	-0.665222241937697	1.09361257869448
ACTBL2	1.09124548301053	1.72029917074135	1.5609878555298
ACTC1	-1.64785455955987	-4.45926295656458	-4.01876136734722
ACTG1	-0.286250999473292	-0.175441669533652	1.06523736856018
ACTG1P17	0.235531685305721	0.726222099608908	-2.33259954985677
ACTG1P20	0.00301308160916579	-0.672805884432704	-0.49697590853567
ACTG1P4	-0.808534803223829	-0.394592543656564	-0.871342375690169
ACTG2	-1.07276968768056	-1.89225994980244	2.98663103112336
ACTL10	-0.350659099425144	0.409120123210774	0.61097434650331
ACTL6A	0.582336946318558	1.29736235590145	1.24344463297335
ACTL6B	0.980502966394715	0.995089917050626	1.33393182984718
ACTL7A	0.806689548285021	0	0.894394599338748
ACTL7B	0	0	0.957096382360381
ACTL8	-2.02704068222505	-2.0203954828002	-1.8194106158459
ACTL9	0	0	0
ACTN1	-0.231698979561471	-0.463778840503992	0.0563428989165509
ACTN1-AS1	-1.0955483659635	1.18745052904928	-0.621577597088081
ACTN2	-2.16742251379597	-1.60281137107605	-2.12162739412514
ACTN3	-1.33650332054016	-2.36697563708684	0.715512399258172
ACTN4	-0.229607186380212	0.0768051740517575	1.16933435799001
ACTR10	-0.626707532254658	-0.90342640904869	0.0961720278557407
ACTR1A	-0.334681415015593	-0.344959550076277	1.31687025733411
ACTR1B	-0.273970048730921	0.178438090622767	0.494378921698504
ACTR2	-0.262079732382448	-0.306207057910583	-0.88822927510562
ACTR3	-0.208366875745955	-0.453908462505346	-1.46555510606101
ACTR3B	0.458562180156455	0.415679956249928	0.545379953961491
ACTR3BP2	0	0	0
ACTR3BP5	0	0	0
ACTR3C	0.576614785934322	1.32277308703851	1.62175091207209
ACTR5	1.43274232071763	1.55806954939655	1.9715645585912
ACTR6	0.641986829711775	1.05706646213267	-0.122428914544029
ACTR8	-0.687662271387925	-1.54127041106417	-0.513893639487848
ACTRT1	0	0	0
ACTRT2	0	0	0
ACTRT3	-0.528936189744216	-4.80348179813268	-1.10753583799177
ACVR1	-0.600829770966637	-1.55460033925747	-1.45237333707036
ACVR1B	0.106227951263544	0.447660379289107	0.202603753283975
ACVR1C	-3.03902875527064	-2.8099557837433	-0.882565647140909
ACVR2A	-1.0564150693187	-1.81932595800477	-0.657446043439452
ACVR2B	1.05061813985054	1.40435658650673	-0.267765674788459
ACVR2B-AS1	-0.689387382324308	-0.939815966488203	0.156697011162086
ACVRL1	-1.3623619663739	-3.97372288669697	-6.00712956968702
ACY1	1.50629530597718	1.8175996138638	1.9329550487406
ACY3	0	0	0.733345739661255
ACYP1	-0.314807099193725	-0.141517620772773	-1.70949789971695
ACYP2	-0.262357375300345	-0.966929199320177	0.324852877788653
ADA	-0.560559297746278	0.000374410731043825	-1.38946292923805
ADAD1	0	0	0
ADAD2	0.734025848247454	0.859907985704339	2.33107228729704
ADAL	-0.583018996469309	-1.11993481024768	-1.5917443014982
ADAM10	-0.441341196092653	-0.431888172315755	-3.24225182249546
ADAM11	0.721076026446964	0.408604764878999	1.97562830174028
ADAM12	-0.846295203275421	-3.6661391820909	-5.80481073364573
ADAM15	-0.112542224368498	1.07983065662034	2.23574411648764
ADAM17	0.443886286294111	0.897213930100195	-1.15778239389035
ADAM18	0	0	0
ADAM19	-0.292059079130068	-0.923721813583264	-4.72929936893506
ADAM1A	-0.580381503636502	-2.49625053174034	-1.37751003984877
ADAM2	1.02793261418326	0	0
ADAM20	-0.109697251952541	0.163959613569888	-1.94567579610114
ADAM20P1	-0.0500152270375343	0.192608536114619	-2.79212627477425
ADAM21	-0.1821043153668	-1.5707686863589	-1.84980593705388
ADAM21P1	-1.98257267434899	-1.97042746178365	-2.09446717288747
ADAM22	1.09568459967868	1.42068805725393	-1.84529955354932
ADAM23	-0.291770890663836	-1.86712572058564	0.423586117320037
ADAM28	1.49467140194608	2.30048613814155	-7.13305732628169
ADAM29	1.0118930137034	0	0
ADAM30	0	0	0
ADAM32	0.367054709136286	-0.742221845045055	1.10065033504387
ADAM33	-1.04265635454001	-3.66265859977092	-6.54317058409989
ADAM3A	0	0	0
ADAM5	0	0	1.37630967018968
ADAM6	0	0	0
ADAM7	0	0	0
ADAM8	5.38771362575909	6.77769656426533	5.60198374422331
ADAM9	-0.827035966621886	-1.28578137703287	-3.05919717022499
ADAMDEC1	-1.11875601542409	-1.10898136279573	-1.57756970050499
ADAMTS1	-0.775257990852721	-3.24162448743334	0.0646699481797936
ADAMTS10	-1.00717190359013	-2.50471407006362	-2.3067907230388
ADAMTS12	-0.662170428226094	-2.75773005024367	-8.19679317250899
ADAMTS13	-0.986355363225653	-1.21117226366959	-1.08093450263719
ADAMTS14	-0.375457991811161	-1.82854286435798	-1.74952871713496
ADAMTS15	0.368636505118019	-1.74383447787311	-2.82369742846138
ADAMTS16	3.69255193126126	4.62141872374502	-0.481885518910019
ADAMTS17	-0.905127407271674	-1.80042179893038	5.02865778204445
ADAMTS18	0	0	1.0583483312628
ADAMTS19	-2.43926843318467	-2.40296138076146	0.670539015191303
ADAMTS19-AS1	0	0	0
ADAMTS2	-0.482786415961706	-2.29068419030939	-3.24152282819413
ADAMTS20	0	0	0.646437248989225
ADAMTS3	-1.11386026556159	-2.86821334626433	-3.34172715684213
ADAMTS4	0.349963600400636	0.0577079498634679	-2.52201940388274
ADAMTS5	-0.570898164976696	-4.12918161390359	-6.14567159571066
ADAMTS6	0.202274680322421	-0.979157142047821	-3.90709285174001
ADAMTS7	-1.6294583983602	-3.5186743001468	-2.08740633035446
ADAMTS7P1	-2.02261019684939	-2.01793935748456	-2.29207057264519
ADAMTS8	-0.962655701777015	-0.963215911333439	-0.231426850177166
ADAMTS9	-1.23395558788423	-3.99573888980209	-1.38926354397397
ADAMTS9-AS1	-0.496732199789342	-2.34301553662129	-0.768021723433123
ADAMTS9-AS2	-1.0471106185589	-3.4449311383251	-4.00756438202635
ADAMTSL1	-0.41698353737968	-5.1509607418622	-5.83721572147898
ADAMTSL2	-1.11875601542409	-1.10898136279573	-1.57756970050499
ADAMTSL3	0	0	0.952758621109844
ADAMTSL4	-0.442970510954521	-0.734546556635065	-1.36425308173948
ADAMTSL4-AS1	-0.233980937621082	-0.75910867529211	-1.51705478067948
ADAMTSL5	-0.600052827258951	-1.3874166041132	-0.629887622193518
ADAP1	1.95728416372287	3.52477805412192	1.30316397767214
ADAP2	-1.41562956139085	-2.38645905139716	3.45193833030708
ADAR	-0.371114022391718	-0.499379433685763	-0.532472386266354
ADARB1	-1.07393853307573	-2.77153217177948	-0.95168257472606
ADARB2	0	0	1.42357803440928
ADARB2-AS1	0	0	0
ADAT1	0.0909188774520094	-0.113600612492089	0.0785135030573585
ADAT2	1.53958810559238	2.22752032353404	0.226242660971708
ADAT3	0.182515952794459	-0.0719505659895933	2.1455543396707
ADCK1	-0.138883543445227	-0.588177240461875	2.12296513012374
ADCK2	-0.403282801943549	-0.200446116811944	1.49221607521895
ADCK3	0.217068704703539	1.27545699253016	1.6284521119984
ADCK4	-0.530830700823673	-0.336040726051037	0.93883159605522
ADCK5	0.208482009474341	0.600275448624232	0.750566700772259
ADCY1	-1.03321940757816	-2.86136265199873	0.0322705632208581
ADCY10	0.133923823820937	-0.245160655988763	-0.867493176572421
ADCY10P1	0.83928955391803	0.11720522742621	0.878791617471951
ADCY2	-2.19965793438085	-2.19750293095794	2.12802584438377
ADCY3	0.17670961597453	0.153633152349238	-0.117415189073669
ADCY4	-1.27253633941305	-3.78623890666431	-5.12117826452257
ADCY5	-0.399590782575111	0.738079306186121	2.16060422028162
ADCY6	-0.448170448892472	-0.423725001916075	-0.353885036190059
ADCY7	0.171134183712548	0.232319583683488	-2.25890056125158
ADCY8	-1.54729033035257	-1.53768684024598	-1.92115441853316
ADCY9	-0.84751776998738	-1.68777497271736	-0.367882810144592
ADCYAP1	0	0	0
ADCYAP1R1	-0.284889481636179	-1.01089640518652	-1.34929190263261
ADD1	-0.771039382726334	-1.3651267669457	0.237319527922113
ADD2	2.05991415201717	3.20345123244926	-2.62690144093764
ADD3	-0.271890504025664	-1.30832725556914	-2.34982874758446
ADD3-AS1	-0.792551009693892	-0.579543166797118	-0.600194013553729
ADGB	-1.08805140080313	-1.08335359906514	-1.09348958517724
ADGRA1	0	0	0
ADGRA1-AS1	0	0	0
ADGRA2	-1.13675923018948	-3.68942351605065	-2.79781377100259
ADGRA3	0.0326814038009181	0.0170273210879739	0.03072103068898
ADGRB1	-0.624853924949134	-1.24455470929055	0.819102304186218
ADGRB2	-1.30299231850536	-1.39004217002707	-1.81112301376483
ADGRB3	-0.20282165805096	-1.09120566948847	1.45431477708612
ADGRD1	-1.00952747962201	-4.01333919466139	-6.85242343618409
ADGRE1	-1.73066600980083	-1.5869881836205	-2.55711931701777
ADGRE2	3.00288561493131	3.30197151580807	4.45465588050855
ADGRE3	0	0	0
ADGRE4P	0	0	0
ADGRE5	-0.398978007212533	-0.00669843433819824	-1.45208461544913
ADGRF1	5.52510856373357	6.66893173575531	3.27574829802944
ADGRF2	1.24672103655452	1.78030268320423	1.90807611872454
ADGRF3	0.392132600283038	1.44191063916419	-0.200789489447125
ADGRF4	4.54527504808731	4.36958993226748	6.65973078434447
ADGRF5	-0.909169370194031	-0.152203560237296	-0.723541132610388
ADGRG1	1.64241673500983	3.34120982372406	4.35803066381308
ADGRG2	-1.33095348927518	-3.02468401268797	-3.0690082327292
ADGRG3	0	2.01140629159287	0.500374790429941
ADGRG4	0.58086832449533	0	1.1923579365285
ADGRG5	0	0	1.62123524455381
ADGRG6	2.22871459980252	3.27927987479575	0.463699073721829
ADGRG7	0.689480655731173	0	0.390753746687387
ADGRL1	0.0226972627038093	0.305047886528739	2.03531599010481
ADGRL2	-1.06498902171166	-1.69065104493995	-2.63538053504366
ADGRL3	1.26994955867903	2.60130670850102	1.81430155955844
ADGRL3-AS1	0	0	0
ADGRL4	-0.642714161833574	-3.99166478572605	-8.81665811668684
ADGRV1	-1.36305487100747	0.702071661803782	-0.742058427615893
ADH1A	-0.0512871073828724	-4.03927835735306	-3.29127665160799
ADH1B	-0.507201699482625	-3.60295641556095	-3.63472067695397
ADH1C	-0.724779007527367	-1.17578769817765	-4.45567357560891
ADH4	-0.720607666373486	-5.53473243593887	-4.07855042612922
ADH5	-0.784629861676876	-1.43380422797181	-0.69700705238435
ADH6	-0.595898803598643	-3.92058829289947	-2.36747201888899
ADH7	-0.836195083905042	-0.831104625980895	0.189185445574058
ADHFE1	-0.446437584371908	-0.799248046868694	-1.25056882032162
ADI1	-0.122508344266466	-0.272520308793261	1.80167709594575
ADIG	0.693001214373253	0	0.361012517097782
ADIPOQ	0	0	0
ADIPOQ-AS1	0	0	0
ADIPOR1	-0.0307404858660539	0.622366882864729	1.73289553357789
ADIPOR2	-0.025591742463337	0.329441691858961	0.746234922100257
ADIRF	-0.445649065653142	0.470157520320684	2.48201868421355
ADK	0.733336655007532	1.03436392678124	0.699705322958252
ADM	-1.49161134176504	-2.02528457218122	-2.80247899773896
ADM2	-0.190466176488613	-2.5381304087541	0.651897775866729
ADM5	0.35312993148087	0.776013078308409	0.417899622464249
ADNP	-0.0280781466205811	-0.218961257537603	-0.451539380515178
ADNP2	0.662414857523062	1.219921745168	0.670849022870812
ADNP-AS1	0.309646409463261	1.01086788987955	-1.27471709909294
ADO	0.171348678976768	-0.0835783564204736	0.646612312791946
ADORA1	-0.48384505502032	-1.1919056408393	-3.59025324721348
ADORA2A	0.574207556848621	0.66085037544195	-2.24721348836462
ADORA2A-AS1	0.842511159060166	1.05755491190437	-0.850116823462784
ADORA2B	0.693194325422427	1.98609897930944	0.6706387575781
ADORA3	-0.170715884865122	-1.02664403605253	-1.01852684491714
ADPGK	-0.450763275169181	-0.364254006786994	-0.813381799665062
ADPGK-AS1	0.241508111171468	0.402996708183588	-2.0234898829452
ADPRH	-1.20138796999762	-4.27283944811538	0.796379885265769
ADPRHL1	0.163359863369383	-0.311708404365075	1.90048491943655
ADPRHL2	-0.316610333051454	-0.73547758891009	1.27178956181506
ADPRM	-0.0616844306517139	0.161909300912593	0.249617187901673
ADRA1A	0	0	0
ADRA1B	-0.491884003336756	-3.15605432187256	-3.60303327087278
ADRA1D	-2.56341225346374	-4.50742507704815	-6.94264066872435
ADRA2A	-0.634451414735003	-5.25654726333433	-7.02041183841469
ADRA2B	1.37299116970694	1.47710692551298	2.23360393096405
ADRA2C	0	0	5.67491537377015
ADRB1	1.67298813525698	4.27344901442457	0.154258317205972
ADRB2	2.50923517711761	4.03449339609539	3.9185302125502
ADRB3	0	0	0.48949597766241
ADRBK1	0.614214347283709	1.61064537048441	1.45354055508393
ADRBK2	-0.892993799015927	-3.1206267808535	0.861269097203099
ADRM1	0.404510751530845	0.883185841697036	2.32998422807951
ADSL	0.114305414690343	0.361163272346472	0.713367198765921
ADSS	1.04977906553813	1.81422667469845	-0.817237289137732
ADSSL1	0.68451065802699	2.4348560521308	1.16128458642044
ADTRP	0.152113796729417	0.484080422612613	2.64132589766083
AEBP1	-0.889534709603575	-2.79186547450051	-1.4949953994469
AEBP2	0.481636883266714	0.593375747119536	-0.893883263487409
AEN	-0.555182161611966	-2.19693088175367	1.84948032065408
AES	-0.716966160851549	-0.485706020507584	0.510917127200332
AFAP1	0.1669979966944	0.0697112339411176	-1.98359233032623
AFAP1-AS1	0.0781072360003235	0.182431308374221	-2.91003784316387
AFAP1L1	0.634191191507659	0.603546246839362	1.56047131422563
AFAP1L2	5.17861035130716	6.57786469299165	5.47323910430451
AFF1	-0.903818798668693	-1.90825815204149	-0.241522943985444
AFF2	-1.33577063820564	-2.31503614832925	-4.76191434614063
AFF3	-1.21257792254523	-4.62309301381196	-0.653706578988552
AFF4	-0.138472136500888	-0.815921557962019	-0.624296195023305
AFG3L1P	0.414969533886553	0.37775074515699	0.0462327428949379
AFG3L2	0.31316421029852	0.540687426820298	1.12004519683259
AFM	0.833925512693065	0	0
AFMID	0.707962050507461	1.74332167810795	0.594691947691763
AFP	-0.284889481636179	-1.01089640518652	-1.34929190263261
AFTPH	0.442334367974751	1.11861461555408	0.528212820917941
AGA	-0.889261372956539	-1.60183377422545	-1.78563918430845
AGAP1	-0.101517092540537	-0.491015389427249	0.21709804410429
AGAP11	1.16773548790647	-1.06025450516233	1.92777110212233
AGAP1-IT1	0.468372383672453	-1.07571856316053	-0.125167573696978
AGAP2	1.44255003925905	1.28398221863442	0.397901912644249
AGAP2-AS1	-0.386875080681629	-0.701541060033486	-0.0898663973439138
AGAP3	0.139004172549924	0.223333454670723	1.8695145267628
